Name,Status,Neighborhood,Tree Diameter
honeylocust,Alive,Yorkville,13
honeylocust,Alive,Morningside Heights,10
honeylocust,Alive,Upper East Side-Carnegie Hill,7
ginkgo,Alive,Clinton,10
littleleaf linden,Alive,Central Harlem North-Polo Grounds,2
littleleaf linden,Alive,Battery Park City-Lower Manhattan,12
littleleaf linden,Alive,Murray Hill-Kips Bay,2
littleleaf linden,Alive,Upper East Side-Carnegie Hill,12
white oak,Alive,Washington Heights South,4
Callery pear,Alive,Upper East Side-Carnegie Hill,12
Callery pear,Alive,Washington Heights South,3
honeylocust,Alive,Upper West Side,7
honeylocust,Alive,SoHo-TriBeCa-Civic Center-Little Italy,3
honeylocust,Alive,Upper East Side-Carnegie Hill,5
honeylocust,Alive,Morningside Heights,13
honeylocust,Alive,Washington Heights South,4
honeylocust,Alive,SoHo-TriBeCa-Civic Center-Little Italy,8
ginkgo,Alive,Morningside Heights,7
honeylocust,Alive,Central Harlem South,5
honeylocust,Alive,Battery Park City-Lower Manhattan,6
London planetree,Alive,Lenox Hill-Roosevelt Island,12
American elm,Alive,Upper East Side-Carnegie Hill,3
Kentucky coffeetree,Alive,Washington Heights North,10
Kentucky coffeetree,Alive,SoHo-TriBeCa-Civic Center-Little Italy,6
northern red oak,Alive,Central Harlem North-Polo Grounds,11
green ash,Alive,Lower East Side,11
green ash,Alive,Washington Heights North,7
littleleaf linden,Alive,Battery Park City-Lower Manhattan,6
littleleaf linden,Alive,Battery Park City-Lower Manhattan,6
kousa dogwood,Alive,SoHo-TriBeCa-Civic Center-Little Italy,7
Callery pear,Alive,Upper East Side-Carnegie Hill,6
Japanese zelkova,Alive,Clinton,5
Japanese zelkova,Alive,Hamilton Heights,2
Japanese zelkova,Alive,Upper East Side-Carnegie Hill,4
northern red oak,Alive,Marble Hill-Inwood,2
pin oak,Alive,SoHo-TriBeCa-Civic Center-Little Italy,4
English oak,Alive,Washington Heights South,4
green ash,Alive,Morningside Heights,8
Japanese zelkova,Alive,East Harlem North,5
Japanese zelkova,Alive,Lenox Hill-Roosevelt Island,6
littleleaf linden,Alive,West Village,8
green ash,Alive,Lincoln Square,9
green ash,Alive,Yorkville,15
northern red oak,Alive,Hudson Yards-Chelsea-Flatiron-Union Square,6
northern red oak,Alive,East Harlem North,2
honeylocust,Alive,Morningside Heights,9
Callery pear,Alive,West Village,11
northern red oak,Alive,SoHo-TriBeCa-Civic Center-Little Italy,7
Japanese zelkova,Alive,West Village,10
littleleaf linden,Alive,SoHo-TriBeCa-Civic Center-Little Italy,10
littleleaf linden,Alive,Upper East Side-Carnegie Hill,3
littleleaf linden,Alive,Upper East Side-Carnegie Hill,4
littleleaf linden,Alive,Upper East Side-Carnegie Hill,12
littleleaf linden,Alive,Battery Park City-Lower Manhattan,7
Sophora,Alive,East Harlem North,8
Sophora,Alive,Washington Heights South,4
American elm,Alive,Upper East Side-Carnegie Hill,16
American elm,Alive,Upper East Side-Carnegie Hill,13
willow oak,Alive,East Harlem North,5
pin oak,Alive,Washington Heights North,18
pin oak,Alive,Washington Heights South,4
ginkgo,Alive,Upper East Side-Carnegie Hill,12
ginkgo,Alive,Upper West Side,15
sawtooth oak,Alive,Washington Heights South,4
littleleaf linden,Alive,Battery Park City-Lower Manhattan,9
littleleaf linden,Alive,Battery Park City-Lower Manhattan,6
Japanese zelkova,Alive,Washington Heights South,10
London planetree,Alive,Murray Hill-Kips Bay,21
dawn redwood,Alive,Battery Park City-Lower Manhattan,2
honeylocust,Alive,SoHo-TriBeCa-Civic Center-Little Italy,8
honeylocust,Alive,Upper East Side-Carnegie Hill,6
littleleaf linden,Alive,Upper East Side-Carnegie Hill,3
green ash,Alive,Yorkville,9
pin oak,Alive,Washington Heights South,3
Sophora,Alive,Washington Heights South,10
Sophora,Alive,Washington Heights South,10
Sophora,Alive,Upper West Side,8
Chinese elm,Alive,Washington Heights South,3
black oak,Alive,Hamilton Heights,9
Chinese elm,Alive,Washington Heights South,4
Japanese zelkova,Alive,Washington Heights North,8
Japanese zelkova,Alive,Washington Heights South,9
northern red oak,Alive,Washington Heights South,6
Sophora,Alive,Washington Heights South,17
Sophora,Alive,Gramercy,22
pin oak,Alive,Upper West Side,25
pin oak,Alive,Central Harlem North-Polo Grounds,4
honeylocust,Alive,Washington Heights South,18
ginkgo,Alive,Upper West Side,8
honeylocust,Alive,Upper East Side-Carnegie Hill,12
honeylocust,Alive,Washington Heights South,3
honeylocust,Alive,Morningside Heights,13
honeylocust,Alive,Central Harlem South,11
honeylocust,Alive,East Harlem North,7
honeylocust,Alive,Yorkville,11
northern red oak,Alive,Washington Heights South,4
littleleaf linden,Alive,Murray Hill-Kips Bay,2
littleleaf linden,Alive,Washington Heights South,15
littleleaf linden,Alive,Central Harlem North-Polo Grounds,4
littleleaf linden,Alive,Washington Heights North,5
littleleaf linden,Alive,Battery Park City-Lower Manhattan,9
littleleaf linden,Alive,Murray Hill-Kips Bay,4
littleleaf linden,Alive,Battery Park City-Lower Manhattan,4
littleleaf linden,Alive,Battery Park City-Lower Manhattan,6
dawn redwood,Alive,West Village,9
cherry,Alive,Central Harlem South,5
Sophora,Alive,Gramercy,21
Sophora,Alive,Washington Heights South,4
Sophora,Alive,Washington Heights South,5
ginkgo,Alive,Upper West Side,11
honeylocust,Alive,Upper East Side-Carnegie Hill,12
American linden,Alive,Washington Heights South,13
honeylocust,Alive,East Harlem North,13
honeylocust,Alive,Yorkville,10
honeylocust,Alive,Morningside Heights,5
honeylocust,Alive,Upper West Side,7
ginkgo,Alive,West Village,20
ginkgo,Alive,Clinton,2
ginkgo,Alive,Central Harlem South,7
honeylocust,Alive,SoHo-TriBeCa-Civic Center-Little Italy,21
honeylocust,Alive,Yorkville,6
pin oak,Alive,Washington Heights South,22
red maple,Alive,Upper East Side-Carnegie Hill,2
pin oak,Alive,Central Harlem North-Polo Grounds,10
American larch,Alive,Upper East Side-Carnegie Hill,7
pin oak,Alive,Upper West Side,27
pin oak,Alive,Upper West Side,3
Norway maple,Alive,Washington Heights North,13
Norway maple,Alive,Washington Heights South,4
Japanese zelkova,Alive,Hamilton Heights,12
Chinese elm,Alive,SoHo-TriBeCa-Civic Center-Little Italy,9
northern red oak,Alive,SoHo-TriBeCa-Civic Center-Little Italy,7
Japanese zelkova,Alive,Hamilton Heights,8
Japanese zelkova,Alive,Central Harlem North-Polo Grounds,6
Japanese zelkova,Alive,Washington Heights South,14
littleleaf linden,Alive,Upper East Side-Carnegie Hill,7
littleleaf linden,Alive,Central Harlem North-Polo Grounds,5
littleleaf linden,Alive,Central Harlem North-Polo Grounds,11
cherry,Alive,Washington Heights South,8
littleleaf linden,Alive,Upper East Side-Carnegie Hill,4
honeylocust,Alive,Central Harlem South,5
honeylocust,Alive,East Harlem North,15
honeylocust,Alive,SoHo-TriBeCa-Civic Center-Little Italy,6
honeylocust,Alive,Yorkville,11
honeylocust,Alive,Murray Hill-Kips Bay,13
honeylocust,Alive,Lenox Hill-Roosevelt Island,12
American linden,Alive,Battery Park City-Lower Manhattan,6
honeylocust,Alive,Yorkville,9
honeylocust,Alive,SoHo-TriBeCa-Civic Center-Little Italy,5
honeylocust,Alive,Upper East Side-Carnegie Hill,11
ginkgo,Alive,Yorkville,10
American linden,Alive,Washington Heights South,2
ginkgo,Alive,Clinton,12
Callery pear,Alive,Washington Heights South,7
Callery pear,Alive,Yorkville,6
Callery pear,Alive,Lenox Hill-Roosevelt Island,6
Chinese elm,Alive,Washington Heights North,16
Chinese elm,Alive,Washington Heights South,4
Japanese zelkova,Alive,East Harlem North,6
Japanese zelkova,Alive,SoHo-TriBeCa-Civic Center-Little Italy,5
sawtooth oak,Alive,Hamilton Heights,11
Sophora,Alive,Washington Heights South,12
Sophora,Alive,Washington Heights South,17
Sophora,Alive,Washington Heights South,3
Sophora,Alive,Lenox Hill-Roosevelt Island,15
littleleaf linden,Alive,Hamilton Heights,7
littleleaf linden,Alive,Battery Park City-Lower Manhattan,9
littleleaf linden,Alive,Battery Park City-Lower Manhattan,5
littleleaf linden,Alive,Battery Park City-Lower Manhattan,6
honeylocust,Alive,Washington Heights South,5
honeylocust,Alive,Washington Heights South,10
honeylocust,Alive,SoHo-TriBeCa-Civic Center-Little Italy,4
ginkgo,Alive,Lenox Hill-Roosevelt Island,12
honeylocust,Alive,SoHo-TriBeCa-Civic Center-Little Italy,8
Callery pear,Alive,Central Harlem North-Polo Grounds,6
cherry,Alive,Murray Hill-Kips Bay,8
honeylocust,Alive,Washington Heights South,12
honeylocust,Alive,Yorkville,14
ginkgo,Alive,Clinton,10
Callery pear,Alive,Central Harlem North-Polo Grounds,4
Callery pear,Alive,Upper East Side-Carnegie Hill,11
Callery pear,Alive,Morningside Heights,7
Callery pear,Alive,Lenox Hill-Roosevelt Island,6
Japanese zelkova,Alive,Central Harlem North-Polo Grounds,11
northern red oak,Alive,Washington Heights South,3
green ash,Alive,Upper West Side,9
green ash,Alive,Washington Heights South,10
Sophora,Alive,Central Harlem South,10
white oak,Alive,Washington Heights South,4
northern red oak,Alive,Clinton,5
Callery pear,Alive,Washington Heights South,10
Callery pear,Alive,Upper East Side-Carnegie Hill,5
Sophora,Alive,Morningside Heights,4
white oak,Alive,Washington Heights South,3
Callery pear,Alive,Lenox Hill-Roosevelt Island,6
Callery pear,Alive,Battery Park City-Lower Manhattan,7
Callery pear,Alive,Upper East Side-Carnegie Hill,13
Callery pear,Alive,Upper East Side-Carnegie Hill,14
Callery pear,Alive,Yorkville,17
honeylocust,Alive,East Harlem North,15
honeylocust,Alive,Yorkville,10
honeylocust,Alive,Yorkville,10
honeylocust,Alive,Washington Heights South,10
Callery pear,Alive,Battery Park City-Lower Manhattan,1
Callery pear,Alive,Washington Heights South,7
Callery pear,Alive,Washington Heights South,8
kousa dogwood,Alive,SoHo-TriBeCa-Civic Center-Little Italy,2
green ash,Alive,Washington Heights North,4
littleleaf linden,Alive,SoHo-TriBeCa-Civic Center-Little Italy,8
northern red oak,Alive,Central Harlem North-Polo Grounds,11
Japanese zelkova,Alive,West Village,9
Chinese elm,Alive,Upper East Side-Carnegie Hill,9
silver birch,Alive,East Village,12
Japanese zelkova,Alive,West Village,21
Japanese zelkova,Alive,SoHo-TriBeCa-Civic Center-Little Italy,4
Callery pear,Alive,Washington Heights South,10
Callery pear,Alive,SoHo-TriBeCa-Civic Center-Little Italy,3
Callery pear,Alive,SoHo-TriBeCa-Civic Center-Little Italy,9
Callery pear,Alive,West Village,12
southern magnolia,Alive,Lenox Hill-Roosevelt Island,5
swamp white oak,Alive,Upper West Side,3
Callery pear,Alive,Turtle Bay-East Midtown,7
Callery pear,Alive,Yorkville,11
littleleaf linden,Alive,SoHo-TriBeCa-Civic Center-Little Italy,9
littleleaf linden,Alive,East Harlem North,6
littleleaf linden,Alive,East Harlem North,12
littleleaf linden,Alive,Battery Park City-Lower Manhattan,7
ginkgo,Alive,Upper West Side,11
honeylocust,Alive,Upper West Side,10
ginkgo,Alive,West Village,26
honeylocust,Alive,Central Harlem North-Polo Grounds,11
littleleaf linden,Alive,Battery Park City-Lower Manhattan,9
littleleaf linden,Alive,Washington Heights South,11
littleleaf linden,Alive,Central Harlem North-Polo Grounds,6
swamp white oak,Alive,Morningside Heights,2
scarlet oak,Alive,Washington Heights South,6
swamp white oak,Alive,East Harlem North,6
Callery pear,Alive,West Village,11
Callery pear,Alive,Lenox Hill-Roosevelt Island,6
Callery pear,Alive,West Village,9
Callery pear,Alive,Marble Hill-Inwood,4
sawtooth oak,Alive,East Harlem North,8
littleleaf linden,Alive,Battery Park City-Lower Manhattan,7
littleleaf linden,Alive,Battery Park City-Lower Manhattan,7
littleleaf linden,Alive,Central Harlem South,5
honeylocust,Alive,Yorkville,15
American linden,Alive,Battery Park City-Lower Manhattan,6
ginkgo,Alive,Yorkville,12
Sophora,Alive,Washington Heights South,5
Sophora,Alive,Washington Heights South,22
Sophora,Alive,Washington Heights South,8
Sophora,Alive,Central Harlem South,6
Sophora,Alive,Hamilton Heights,13
Sophora,Alive,Central Harlem South,10
sawtooth oak,Alive,West Village,16
Japanese zelkova,Alive,West Village,8
Japanese zelkova,Alive,West Village,6
white oak,Alive,Upper West Side,3
Sophora,Alive,Washington Heights South,17
Sophora,Alive,Upper West Side,4
Sophora,Alive,Upper East Side-Carnegie Hill,18
Sophora,Alive,Upper West Side,9
Chinese elm,Alive,Upper East Side-Carnegie Hill,10
Japanese zelkova,Alive,Central Harlem North-Polo Grounds,12
Japanese zelkova,Alive,East Harlem North,6
Japanese zelkova,Alive,Gramercy,2
Japanese zelkova,Alive,Central Harlem North-Polo Grounds,7
Japanese zelkova,Alive,East Harlem North,10
Japanese zelkova,Alive,Battery Park City-Lower Manhattan,9
Sophora,Alive,East Harlem North,5
Sophora,Alive,Washington Heights South,16
Sophora,Alive,Morningside Heights,8
Sophora,Alive,Washington Heights South,13
American elm,Alive,Upper East Side-Carnegie Hill,24
willow oak,Alive,Central Harlem North-Polo Grounds,6
black locust,Alive,Morningside Heights,12
London planetree,Alive,Marble Hill-Inwood,27
willow oak,Alive,Hamilton Heights,9
American elm,Alive,Central Harlem North-Polo Grounds,8
Japanese zelkova,Alive,West Village,9
Chinese elm,Alive,Washington Heights North,5
ash,Alive,East Harlem North,12
American elm,Alive,Upper East Side-Carnegie Hill,13
ash,Alive,Washington Heights South,10
willow oak,Alive,Hamilton Heights,3
London planetree,Alive,Yorkville,9
London planetree,Alive,Murray Hill-Kips Bay,18
American elm,Alive,Upper East Side-Carnegie Hill,17
Amur maple,Alive,SoHo-TriBeCa-Civic Center-Little Italy,11
willow oak,Alive,Murray Hill-Kips Bay,16
honeylocust,Alive,Morningside Heights,10
honeylocust,Alive,SoHo-TriBeCa-Civic Center-Little Italy,5
honeylocust,Alive,Yorkville,7
honeylocust,Alive,Yorkville,8
ginkgo,Alive,Washington Heights South,15
American elm,Alive,Upper East Side-Carnegie Hill,20
northern red oak,Alive,Hudson Yards-Chelsea-Flatiron-Union Square,4
Japanese zelkova,Alive,Washington Heights South,11
northern red oak,Alive,Washington Heights South,17
Japanese zelkova,Alive,East Harlem North,7
Japanese zelkova,Alive,Gramercy,3
Chinese elm,Alive,Washington Heights South,3
tulip-poplar,Alive,Washington Heights South,4
willow oak,Alive,Washington Heights South,22
American elm,Alive,Upper East Side-Carnegie Hill,31
Sophora,Alive,Washington Heights South,4
Sophora,Alive,Washington Heights South,5
London planetree,Alive,Yorkville,14
London planetree,Alive,Lenox Hill-Roosevelt Island,12
American elm,Alive,Upper East Side-Carnegie Hill,25
Sophora,Alive,West Village,13
northern red oak,Alive,Hudson Yards-Chelsea-Flatiron-Union Square,4
Japanese zelkova,Alive,Washington Heights South,10
Japanese zelkova,Alive,East Harlem North,7
Japanese zelkova,Alive,West Village,10
Japanese zelkova,Alive,West Village,8
honeylocust,Alive,Washington Heights South,12
honeylocust,Alive,Morningside Heights,14
American elm,Alive,Upper East Side-Carnegie Hill,10
holly,Alive,Upper East Side-Carnegie Hill,6
littleleaf linden,Alive,Washington Heights South,4
honeylocust,Alive,SoHo-TriBeCa-Civic Center-Little Italy,12
honeylocust,Alive,East Harlem North,6
American linden,Alive,Central Harlem South,7
honeylocust,Alive,Battery Park City-Lower Manhattan,11
ginkgo,Alive,Yorkville,19
London planetree,Alive,Upper East Side-Carnegie Hill,22
honeylocust,Alive,Battery Park City-Lower Manhattan,9
honeylocust,Alive,SoHo-TriBeCa-Civic Center-Little Italy,10
honeylocust,Alive,SoHo-TriBeCa-Civic Center-Little Italy,11
honeylocust,Alive,Washington Heights South,4
American linden,Alive,Washington Heights South,15
American elm,Alive,Upper East Side-Carnegie Hill,26
American elm,Alive,Upper East Side-Carnegie Hill,18
London planetree,Alive,West Village,22
London planetree,Alive,Washington Heights North,16
willow oak,Alive,Hamilton Heights,3
London planetree,Alive,Murray Hill-Kips Bay,13
American elm,Alive,Upper East Side-Carnegie Hill,14
American linden,Alive,Upper East Side-Carnegie Hill,11
honeylocust,Alive,Yorkville,12
honeylocust,Alive,Yorkville,11
honeylocust,Alive,West Village,6
American linden,Alive,Washington Heights South,3
American linden,Alive,Washington Heights South,4
ginkgo,Alive,Lincoln Square,14
honeylocust,Alive,Washington Heights South,3
sycamore maple,Alive,Upper East Side-Carnegie Hill,16
American elm,Alive,Upper East Side-Carnegie Hill,6
American elm,Alive,Upper East Side-Carnegie Hill,12
willow oak,Alive,Murray Hill-Kips Bay,16
willow oak,Alive,East Harlem North,5
American elm,Alive,Upper East Side-Carnegie Hill,18
London planetree,Alive,Upper East Side-Carnegie Hill,17
Amur maple,Alive,Murray Hill-Kips Bay,3
London planetree,Alive,Lenox Hill-Roosevelt Island,14
American elm,Alive,Upper East Side-Carnegie Hill,5
American elm,Alive,Upper East Side-Carnegie Hill,3
willow oak,Alive,Murray Hill-Kips Bay,14
London planetree,Alive,Lenox Hill-Roosevelt Island,14
honeylocust,Alive,Upper East Side-Carnegie Hill,12
honeylocust,Alive,Battery Park City-Lower Manhattan,9
honeylocust,Alive,Lenox Hill-Roosevelt Island,3
American linden,Alive,Battery Park City-Lower Manhattan,6
American linden,Alive,Yorkville,9
American elm,Alive,Upper West Side,21
katsura tree,Alive,Central Harlem South,2
Sophora,Alive,Washington Heights South,3
Sophora,Alive,Central Harlem South,12
American linden,Alive,Central Harlem North-Polo Grounds,4
honeylocust,Alive,Washington Heights South,3
honeylocust,Alive,West Village,8
American elm,Alive,Upper West Side,24
London planetree,Alive,Central Harlem South,17
London planetree,Alive,West Village,13
London planetree,Alive,West Village,13
honeylocust,Alive,Clinton,10
honeylocust,Alive,Upper East Side-Carnegie Hill,11
honeylocust,Alive,West Village,11
honeylocust,Alive,Yorkville,12
ginkgo,Alive,Central Harlem South,7
honeylocust,Alive,Yorkville,5
